#clean data from CNOS fireballs catalog without nan values
#this data was download 2023-10-05
#addign earth and sun SSB positions, latitud and longitud float values, ecliptic and velocity positions. 

Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),earthx (km),earthy (km),earthz (km),sunx (km),suny (km),sunz (km),earthvx (km/s),earthvy (km/s),earthvz (km/s),sunvx (km/s),sunvy (km/s),sunvz (km/s),x_ecliptic (km),y_ecliptic (km),z_ecliptic (km),vx_ecliptic (km/s),vy_ecliptic (km/s),vz_ecliptic (km/s)
2022-03-11 21:22:46,70.0,-9.1,33.3,17.2,-11.5,-5.3,-11.7,1851000000000.0,4.0,-148096155.0437553,23717871.604892958,26700.028335261006,-1315108.0922732488,411527.16784809524,27351.876664037056,-5.149728289859469,-29.547543914817112,0.0009666766465371764,-0.004631316980584179,-0.014971870625644897,0.00023126679304187215,-1111.515569066258,4122.678894850126,4757.418228809081,11.550014167116338,-9.57340486825475,-8.62893302488645
2022-02-17 03:53:24,5.4,56.4,32.4,21.5,-4.4,-19.6,-7.7,65000000000.0,0.21,-126860915.92996432,78435711.32267812,23290.11530820089,-1305648.5807491848,440773.7893883506,26890.172993996395,-16.203134998718163,-25.421582638846427,0.0017543603200863632,-0.004999849059978134,-0.014820185560396788,0.00023860261979074995,-941.4183481009969,-5552.221292838546,3062.538422417371,-4.807422224508494,15.000776076147162,-14.884799932085244
2022-02-07 20:06:26,-28.7,11.4,26.5,13.1,-8.9,-7.3,-6.3,3480000000000.0,7.0,-112195483.50731616,97792850.28959018,22599.471805354526,-1301560.815705138,452691.9741588711,26696.94630219174,-20.134319954423027,-22.524919768578474,0.0004664469199852922,-0.005148323361268318,-0.014768625805812029,0.00024104218346379457,-62.90895361100289,3941.813298638328,-5041.3073316102455,5.893725583153017,-11.78551031292432,-1.7708530291533853
2022-02-03 19:50:40,-13.3,142.2,36.0,22.8,17.6,9.7,-10.8,152000000000.0,0.44,-104946914.24628697,105351539.68877815,22356.01559521119,-1299765.5868578325,457806.4767664654,26613.248049818645,-21.682698185777827,-21.078040647410276,0.001057214476836849,-0.005212422526137186,-0.014748628382797589,0.00024198978838836844,-5210.499642839869,-3738.476188446197,35.14335675455368,-3.811639041689922,14.204536579826492,-17.920755478266614
2022-01-30 02:06:18,50.0,-38.0,36.6,20.0,-10.8,16.8,1.0,54000000000.0,0.18,-95716887.49302197,113606621.97763254,21686.572860661185,-1297615.7038208165,463840.9592759493,26513.947112632697,-23.37355038956692,-19.217469993093196,0.0021672512366522263,-0.005288730506383059,-0.014726911864796771,0.00024302698748415922,-2210.306045060512,5143.595712049348,3105.886501905982,4.833715808400503,-17.29421595991115,8.576482359105961
2022-01-11 03:33:13,-58.4,-160.2,40.8,22.8,-2.5,5.3,22.0,1264000000000.0,2.9,-52993151.12718618,138225033.0272182,19814.511047445223,-1288700.8266088362,487881.43539427913,26112.948303649093,-28.372574825054315,-10.605849199653287,-7.656872367220115e-05,-0.005615242783702504,-0.014658756091695108,0.0002474569892813785,3354.0506617372475,-1986.0048202846824,-5080.3952260922,0.9612959446912863,3.2128887115404545,22.58348928253725
2021-12-29 03:15:35,-69.7,115.0,44.0,22.0,7.4,-8.6,18.8,20000000000.0,0.073,-20003179.99013841,146425676.54159033,18643.25681270757,-1282248.3464035639,504334.0022202081,25831.992099974745,-30.044612949552242,-3.9086152007850514,0.0016111437510331875,-0.0058655512983863374,-0.014607482200027635,0.00025257833101970833,-349.08168293864435,-4413.5290691369355,-4626.200175640237,-1.5142085876911109,17.832318303439365,12.76324766129639
2021-12-20 23:15:55,62.7,60.3,56.0,18.2,10.3,-7.1,-13.2,32000000000.0,0.11,1308895.81752486,147663233.46252993,18192.761944688107,-1278052.6792876327,514627.66389909317,25652.503006463954,-30.26371451569185,0.40008496150551975,-0.0003772980545788785,-0.006027840330672384,-0.01456978491266082,0.0002562186514801307,-2209.9735517809086,4059.3626909374725,4451.861954777003,9.142965038902995,2.8342200322669484,-15.637253098609879
2021-11-28 18:06:50,32.6,113.5,38.4,19.7,0.2,-2.2,-19.6,40000000000.0,0.13,57756332.81493911,135809700.89202437,17996.937962529515,-1266046.6960723067,542479.453102706,25150.78379874164,-27.793220211329672,11.798330252124629,0.0002597765501460788,-0.006486743106047236,-0.014446791524033976,0.00026669725075195965,-248.9113591965726,6326.304668632868,1004.3423951497898,-0.2424379254219906,-9.731264276910757,-17.14329372423207
2021-11-17 15:53:21,-6.8,119.1,35.0,23.0,7.0,-18.3,-12.0,24000000000.0,0.086,83105383.41194558,122031074.6247726,18908.450274318668,-1259716.6052636923,556289.9230690217,24892.5984985306,-24.951137181910738,16.856659487726425,-0.0014383450219000238,-0.006723356360298672,-0.014370982717245127,0.0002720767275527966,3740.6554436651113,4424.362352946217,-2749.003813765352,-13.299873264355272,-17.9085568937979,-5.28424403222538
2021-10-21 10:32:02,51.5,51.4,30.0,15.9,-14.1,-7.0,-1.9,37000000000.0,0.13,130299957.46254401,70388478.55150934,20570.595263237494,-1243214.581809218,589834.6910524259,24238.01629229658,-14.447318351277112,26.17840736235697,-0.0018971225583571936,-0.007310141547602031,-0.014144521841795517,0.000284209003609372,-2039.2132260104906,-1161.2377088103665,5948.966606811791,12.77363831723301,7.478446744684886,-5.34265384312826
2021-10-20 00:43:57,59.0,154.3,31.4,27.5,12.9,4.2,-23.9,20000000000.0,0.073,132018875.79672322,67182631.12713194,20792.075935475874,-1242323.1605764073,591555.0712476351,24203.394091183884,-13.803442334677904,26.509994865973788,-0.0017281988427139744,-0.0073411737324132545,-0.014131399299441067,0.00028484025449532007,-3204.316253626393,1462.8097746897104,5336.101876466189,7.2067392269760395,1.1848684310207531,-26.579898686478472
2021-09-29 10:50:59,53.9,-148.0,28.0,21.2,-3.5,-9.0,-18.9,137000000000.0,0.4,147744331.15985763,16850944.77286774,22086.546426877598,-1228865.1591559213,616487.4002325874,23687.632038688072,-3.708461714837746,29.490725121361013,-0.0019281800923337887,-0.007794433157810307,-0.013902633551819366,0.00029559151613456645,3497.5888324735683,3392.570111867499,4137.362567392287,4.958136311534642,-0.11565553685422358,-20.561139008608457
2021-09-06 17:55:42,-2.1,-111.8,26.0,13.6,-4.4,6.9,10.9,31000000000.0,0.11,143771176.6505858,-40763553.244839035,24143.429808565303,-1213116.8996409725,643462.6687788793,23096.797938831412,7.6918131487368875,28.53086746699158,-0.0009402188853725991,-0.00825207708872583,-0.013592560070027642,0.00030628955322439626,-5099.380600002968,3460.148615787244,-1742.4953147457575,8.124173925843472,6.882226606351507,8.877908644424398
2021-07-29 13:19:57,42.4,98.4,26.4,14.7,-1.6,-11.9,-8.4,37000000000.0,0.13,88838367.6914048,-121643424.13448694,27899.393541131438,-1184013.323532205,688517.2993902769,22038.918848806807,23.501049522852146,17.520562797179583,-0.0011714099704405944,-0.008911619214029404,-0.013022803984360549,0.00031657217652173304,-1958.7637656583804,-2242.439309691911,5659.4094378026275,7.483660734807232,5.147549050162646,-11.404304581971731
2021-07-05 03:46:24,44.3,-164.2,43.4,15.7,0.7,15.7,-0.5,740000000000.0,1.8,33223791.31562855,-147448390.65273273,28449.767157026392,-1164832.7048939613,715619.2327118306,21367.199267116288,28.532212146517484,6.6040026183775575,-0.0010795194781591578,-0.009284500640594485,-0.012688387969093334,0.0003212854946672648,-4579.269747751316,2116.155291537403,3956.6426374480443,6.149671661243313,13.381189104100185,-6.360359801908475
2021-05-06 05:54:27,-34.7,141.0,31.0,26.6,9.6,-24.4,-4.6,21000000000.0,0.076,-106625578.93182081,-107133277.42661458,25535.736383685504,-1114575.0767651366,779220.6769809197,19670.69688748235,20.80099759676664,-20.96018553857902,0.001254211747135214,-0.010128592192336744,-0.01190181169782104,0.0003339298489816651,-337.12140735412527,3387.284055005709,-5422.305950073042,-11.096689895753507,-23.431756679597473,5.170145297066442
2021-04-13 02:16:47,26.8,-79.1,44.4,14.1,-2.8,12.6,5.6,21000000000.0,0.076,-139075357.35061562,-58038123.24459577,22455.527640593158,-1093969.1022215304,802741.324222393,18996.7401739551,11.195405728606314,-27.535056827563935,0.0007834753286092685,-0.010481527678543252,-0.011609196013352805,0.00034095657889757805,-5244.6674172985195,3269.2142840292954,1731.8272720702428,12.136643229238116,-1.8919722331938695,6.896555092870724
2021-04-02 15:52:58,71.2,106.7,40.0,14.1,-8.9,6.3,-9.0,137000000000.0,0.4,-146897462.90233415,-32411174.511834268,20741.672950062628,-1084447.088626502,813139.9580227887,18687.365426861536,6.11001571127041,-29.165089034745368,0.0028527409852079117,-0.010644336945614619,-0.011460717448807148,0.0003454797814160731,-2056.4848902482922,2548.6105602175303,5497.5013125925025,-9.066890113663446,-9.002346138931234,-5.886097302190038
2021-03-06 08:43:06,-48.6,90.4,31.1,18.1,12.7,-4.7,12.0,141000000000.0,0.41,-144885932.771828,37480345.500280336,16582.994429178114,-1058858.0940076543,839681.6650892786,17858.768729192383,-7.862253215754785,-28.987712227569283,0.0028649217741012587,-0.011048038057635875,-0.011038823363988577,0.0003568927043722679,3834.407467978923,-251.25253121103947,-5114.584614137411,1.2018402786829812,-7.871453022442793,16.489225020593768
2021-03-05 13:50:01,-81.1,141.1,32.5,23.3,10.1,-8.4,19.2,39000000000.0,0.13,-144337958.9883445,39447496.12620845,16388.240815190533,-1058106.617860718,840431.7071871454,17834.495159758964,-8.257892784157143,-28.88152550499164,0.002857521816537006,-0.011059071383890765,-0.011026101386728148,0.000357192922079816,-889.8498409402455,-2078.4286565087396,-5976.406609531128,11.556794164289117,1.8324448984769148,20.106459072019607
2021-02-09 23:27:29,75.8,-92.8,31.0,13.1,-5.2,6.3,-10.3,30000000000.0,0.1,-116006047.6668392,93457090.12418753,13340.53786976386,-1035234.6735007871,862518.9355278187,17098.052879876668,-19.19301613473808,-23.329174477317597,0.00238215520056684,-0.011368959465603588,-0.01063838731604371,0.0003645671833420637,1238.3938458818266,3372.35684283349,5283.326203150552,-1.1795833599867946,-11.58713187315221,-6.200169328146811
2021-02-02 10:03:21,48.7,80.1,20.0,12.8,4.0,-6.7,-10.1,31000000000.0,0.11,-102498264.40225522,107826215.82947583,11758.760321331121,-1027780.0808274524,869426.2560295808,16859.451569860816,-22.11057063944744,-20.613296835032674,0.001889031000398142,-0.011461036517214317,-0.010516124467241128,0.0003661232956864029,4233.035830440695,2130.662179647244,4280.6661072969155,-5.600909115953157,-9.281844249533979,-6.971755259013243
2021-01-31 02:59:39,5.3,115.2,39.4,15.2,14.0,-5.8,1.7,267000000000.0,0.72,-98034759.668276,111824043.625132,11448.109320658941,-1025505.4811799761,871507.1423096225,16786.833155667933,-22.918930620386714,-19.718604825530313,0.0012381328078306304,-0.011489008159856932,-0.010479399822100334,0.0003665766668625435,2221.3711490521464,-5265.330143814002,2919.6339073927024,-13.889335286049088,6.932032047417414,-1.1214388480567357
2021-01-29 16:12:47,38.8,-51.3,30.0,14.3,-14.2,1.9,-0.6,77000000000.0,0.24,-95134056.49039489,114256836.52785754,11318.213124215677,-1024065.8090837983,872817.8372272474,16740.914917568865,-23.41141696727042,-19.1382266509915,0.0008447632563811027,-0.011506755578331968,-0.010456208486694759,0.0003668729632478793,3877.0571959485,-1321.4014416414113,4917.270258127606,-14.516617545819752,-1.4851688826690796,0.02235022751756577
2021-01-24 07:33:43,-45.0,95.5,37.5,19.2,13.3,-3.7,13.3,61000000000.0,0.2,-83890165.31648219,122606032.56330861,11141.123149808222,-1018721.2381246486,877640.6100330945,16570.726463944986,-25.110572877661607,-16.889292417235094,0.00016233019128033781,-0.011572843065128402,-0.01036978189522319,0.0003680880574937672,4019.042924129902,-3728.051309558882,-3312.523291490088,-10.4827799710781,-3.344123465745299,15.969429148001318
2020-12-29 20:32:22,14.9,-158.2,33.0,14.4,-3.0,10.2,-9.7,49000000000.0,0.16,-22256661.759395733,146456843.63912222,8863.239384779044,-992933.0107561825,899982.0967184359,15753.928551410345,-29.961616337578203,-4.426683406573614,-0.0004023819829688627,-0.011865737141001882,-0.00994123699773818,0.00037421720564642284,-2287.4622044916996,-4629.473242058523,3797.391246752306,-9.902799623509804,0.7470442161707553,-10.874263438334925
2020-12-28 17:27:53,36.8,-54.7,28.3,15.2,1.5,3.5,-14.7,57000000000.0,0.18,-19332314.871785358,146859601.86255372,8906.325237070294,-991775.8944575855,900950.1325837739,15717.444119814014,-30.04220809526174,-3.8373746441913195,-0.0004701924858051586,-0.011877516174156869,-0.009922230697588756,0.0003744181473346017,2922.159705189175,-2364.298126815799,5178.394821220578,1.2067962596866841,-2.8492503987025106,-14.789510878533404
2020-12-22 23:23:33,31.9,96.2,35.5,13.6,-2.6,5.9,-12.1,4898000000000.0,9.5,-4328870.062200414,148015883.53885844,9051.717906243572,-985857.3631778911,905858.1009204419,15531.102177372415,-30.276766068878864,-0.8095056885314226,0.0001063321593579275,-0.01193628943816992,-0.009825953511510289,0.0003753261701267655,-5441.818390411296,1456.6464161578442,3053.4283284695516,-6.204103598224053,-6.104818176646061,-10.527751838665468
2020-11-28 16:34:11,33.3,135.1,28.1,19.6,1.8,-16.5,-10.4,26000000000.0,0.092,57587123.71977866,136382074.89044487,8461.228625044336,-960566.9527840979,926060.1192417649,14741.101388846875,-27.832850769536428,11.689637706358196,-0.0010286416155531994,-0.012167277894065789,-0.009435844264525328,0.00037721951710305735,-118.43553658933443,6307.357078990358,1077.5073144965213,-9.742957803263437,-16.19683728395318,-4.291688868564922
2020-11-07 21:27:04,59.8,16.8,22.3,16.7,-10.8,1.2,-12.7,111000000000.0,0.33,102678080.88667482,106929568.96710096,8489.555434326894,-938534.3651437432,942736.1098517005,14063.628229465729,-21.78999080626064,20.71064756590752,-0.0012435795298366083,-0.012357943287884142,-0.009131763147421505,0.00037654631246375296,2917.867833663292,3476.0568082192503,4490.53173971219,-10.778747679109697,-5.693677940244866,-11.3499374604298
2020-10-26 15:09:10,-5.9,160.4,28.5,17.6,10.9,-13.8,-0.1,114000000000.0,0.34,123238004.4278412,82759475.39334525,9902.200625336356,-925375.6303781733,952322.7228967226,13664.863987723726,-16.891306661945972,24.74360814385701,-0.0004714858911232552,-0.012485353337869638,-0.008964907680482262,0.00037649665507674603,2911.2417473058877,4938.129690962062,-2860.3614860186935,-14.707563467824349,-8.461629062704803,3.591967780310328
2020-10-22 17:39:33,22.0,-133.5,40.0,17.6,-9.4,14.1,-4.9,44000000000.0,0.15,128636780.87811747,74249815.08959317,9931.728217397973,-921166.0112198888,955330.971771295,13538.088198484129,-15.176956289264021,25.803655011281904,0.00022742589305544477,-0.012529102343808787,-0.00891044001333308,0.0003768525913316219,-5678.191451753194,2582.8943797935526,1497.0103356369864,8.630219859073401,11.867676511488819,-10.50493293575132
2020-10-18 10:52:43,-11.4,-135.8,36.0,16.4,15.6,1.5,4.9,36000000000.0,0.12,133890974.59973042,64507043.89779564,9826.352564541605,-916521.0923520245,958616.6421448928,13398.554363675976,-13.209216620322978,26.83361114565146,0.00013618288235929754,-0.012577986417065264,-0.00884924582277782,0.00037738251601683825,3655.2216539217657,4189.125208620168,-3197.0457928387123,-14.703536415787218,-2.1799028894575923,6.318195461349199
2020-09-18 08:05:27,2.4,-169.7,46.0,11.7,10.2,2.9,-4.9,41000000000.0,0.14,148986570.13713387,-10579813.245734006,12147.885323775585,-883335.2621940321,981056.8458304881,12410.3431109023,1.791443646113052,29.5937140213867,-0.0007227336253673875,-0.012932607818961864,-0.008391246832649997,0.0003824367695172479,4042.6876447668246,-4471.370010511976,2220.941261187683,-7.818736672466059,4.714480056791203,-7.36749423880361
2020-08-30 16:08:22,26.0,133.5,27.8,23.4,7.8,-21.7,3.7,64000000000.0,0.2,138621720.1922633,-56901329.91756264,14370.816733031463,-862297.9116407849,994340.9960319168,11790.674030247104,10.912357358259205,27.385952391717534,-9.535470312173433e-05,-0.013157984127301351,-0.008079803831280798,0.00038609391293501936,5741.010592801289,605.1107258445734,2767.378455350798,-20.168341904350488,11.41479893865054,-0.8719248125924808
2020-08-02 16:36:25,-35.1,-34.2,38.0,11.1,0.5,6.0,9.3,74000000000.0,0.23,97866674.08769304,-114326937.6513925,16163.6939455882,-830089.1774551691,1013270.9256263775,10851.47051848696,22.12434428566565,19.24278146382345,0.0004144815454036078,-0.013488484315384337,-0.007574234628364379,0.0003909516398209033,-5112.975590376209,-313.40913623235633,-3851.7386308405585,1.7420804007039243,-1.2783662031897678,10.686870589007807
2020-07-20 21:25:09,-51.8,-11.2,31.6,14.1,-2.9,-1.0,-13.8,50000000000.0,0.16,71303611.80283082,-132796242.62396674,16228.260313326047,-815088.1222079893,1021507.125134229,10417.23526783478,25.73537899091393,14.020629638148929,-0.001283141508200957,-0.013639402420202779,-0.007316912965149269,0.000394507399389093,-1441.9551014903566,-5392.459007008336,-3123.8259629259815,-0.7818556366206754,-2.6140454942579527,-13.906150351918534
2020-07-12 07:50:32,-48.7,74.0,29.4,18.3,-5.0,-13.0,-11.9,75000000000.0,0.23,51579350.068396285,-141747475.2044537,17057.965010200365,-804959.3537205156,1026854.6225350491,10124.353549236965,27.46964657701493,10.13167400801032,-0.00040424365866276375,-0.013731304732946833,-0.007133122714998117,0.00039694408673016476,-2253.0499704550916,1393.8345256154369,-5820.958144625482,6.54679410432018,-15.98187210963373,-6.055618249346449
2020-05-27 17:30:18,40.8,41.7,29.3,14.9,-6.0,-7.3,-11.5,57000000000.0,0.18,-60956687.56656091,-138082347.06253916,14871.532210786087,-750126.1115631436,1052938.493819282,8543.885849720544,26.849290040377614,-11.941068350809728,1.43686317377937e-05,-0.014058955351991503,-0.00610559978065607,0.0004031305593840848,-4779.989588048114,911.6328289100363,4154.456323805906,8.875956691617045,-1.5030818177303735,-11.901836082533814
2020-05-09 02:56:11,44.8,-131.0,31.2,14.5,-13.0,-4.0,-5.0,41000000000.0,0.14,-100448042.88613291,-112364294.1771979,13252.535694896122,-727471.1270979039,1062431.8447007856,7897.011160240391,21.860744782175274,-19.78166321594138,0.002361198520184487,-0.014122159542173883,-0.005710504946820977,0.00040140023187989923,-3486.080392461289,4470.887186644059,2966.915388860896,-4.0472075642626315,10.101850714504174,-9.820604390057063
2020-03-26 23:27:56,-38.3,23.5,26.5,20.7,-10.0,3.2,17.8,124000000000.0,0.37,-148997366.30817747,-15793652.53965681,7927.695750774429,-674629.1599160742,1082105.8609239035,6404.672195666233,2.8736635313165144,-29.72498065723566,0.0011969952334354513,-0.014211194760977711,-0.004862764825249785,0.0003989855780747928,-4736.358426175906,-3147.34397312051,-2928.4624836134803,9.696913273752243,3.9005589614448017,17.68905594382073
2020-03-04 20:25:59,-53.3,90.8,24.3,19.8,-5.2,2.2,19.0,394000000000.0,1.0,-143589946.88783935,40851347.183974296,4167.993891175681,-647436.96557605,1091031.22469607,5643.906745808825,-8.472142798670857,-28.813416899307448,0.00064275965931388,-0.014237571188234833,-0.0044809279522541375,0.00039685032439522165,-3612.728895510576,-3234.398068860691,-4159.65614693827,-0.4234883791793772,2.628931553581781,19.569989552290497
2020-02-28 09:30:34,45.7,15.1,34.5,21.5,-18.2,-11.3,-2.1,115000000000.0,0.34,-138956429.83988792,54235121.751544,3769.3808568508193,-640724.6249295563,1093122.2523216272,5457.002092660361,-11.178929853368338,-27.933818179622488,0.0012492044800899945,-0.014245443375077032,-0.004392439535665204,0.0003962443896093584,3186.3581365772247,-1091.8383142848022,5443.999289177787,-19.11909126089868,8.247264693383565,-5.8236191249732885
2020-02-10 23:48:17,28.2,76.7,41.7,31.7,-27.8,-14.3,-5.2,27000000000.0,0.095,-116031022.10572146,93137809.74705963,573.1823139740699,-619277.6423317397,1099524.1633501502,4862.644540096463,-19.070256164288693,-23.39394401871547,0.0010640706101595313,-0.014284902758914706,-0.00412541175615298,0.0003944847107766112,-4689.932559756532,-1699.2162688122855,4033.6837656976163,29.883274971154904,-9.449167705817434,-1.6346980154831803
2020-01-27 05:39:15,30.4,1.5,32.5,19.8,-2.0,-16.6,-10.6,44000000000.0,0.15,-88135591.33727038,119573382.0973809,-491.7742275644566,-601028.5708674567,1104638.8807259628,4359.3713264357975,-24.465289730676336,-17.828940046606437,0.0019231548940699683,-0.014344819739287641,-0.003894860854746462,0.0003953781220074127,-4688.5635554398,-1401.445906306818,4132.776201370287,-6.926290779366037,10.160082150842362,-15.9435116464015
2020-01-24 11:13:31,28.0,-35.8,32.0,21.2,-18.6,-9.0,-4.7,26000000000.0,0.092,-82182545.26888682,123694140.55945912,-1000.1736099521677,-597596.633585005,1105564.9110309728,4264.7783260978085,-25.310802981319647,-16.626070992074915,0.002278414764501921,-0.014357042001245011,-0.0038495912396305275,0.00039572213560117763,-1411.9434265907037,-3840.119546507376,4928.462075937858,-15.550549901137936,11.136200482444803,-9.917734155950113
2020-01-21 20:07:44,33.1,34.3,43.3,27.4,-7.5,-23.5,-11.9,28000000000.0,0.098,-76347591.56444286,127337107.18932101,-1524.0275009921947,-594334.1496737966,1106434.4053511051,4174.852515216655,-26.055439840085885,-15.443693743746197,0.002268360877964286,-0.014368715848411682,-0.0038061211037505455,0.0003960649858461907,-609.003360724218,6295.431819649472,1072.4341514486864,17.676038330202612,-20.83024045294406,-3.976937273335656
2020-01-17 21:29:49,19.4,-66.0,14.5,15.5,-13.2,8.1,1.2,97000000000.0,0.29,-67296182.32729465,132287692.9446446,-2192.4192472125073,-589436.0943502637,1107719.842749648,4039.8331963281526,-27.059881391521227,-13.608521410486652,0.0015228191348548893,-0.0143862993683461,-0.003740142693211408,0.00039659473535828035,5883.732230548341,2070.370809827933,1389.6498014392278,-10.38918503422532,-10.36062550262676,5.8218203486427775
2020-01-16 09:31:42,-71.7,-116.4,27.8,12.9,9.8,-4.5,7.0,59000000000.0,0.19,-63769668.24407476,134003695.64768846,-2361.3183784888956,-587572.8219061428,1108202.505257204,3988.4661510691008,-27.405860774663253,-12.894788593602257,0.0010786434156720454,-0.01439299928660941,-0.0037148319486790668,0.0003967984661204067,-1590.59635783441,-1256.7340898982557,-6056.422669860422,-6.350031406931518,-5.030952419298721,9.824219872398977
2019-12-21 14:30:52,56.5,-147.6,35.5,22.2,14.9,-8.1,-14.3,65000000000.0,0.21,1641514.434276353,148267412.97613248,-4041.0108539179305,-555370.860173607,1115980.4725439786,3100.4348690503452,-30.29304513557934,0.3392577892692755,0.0008918988665912616,-0.014506624048372779,-0.003259480166153647,0.00040006034029148226,-3316.686651711707,3251.923200795141,4401.054669735671,2.637778725014268,-20.84763604964865,-6.553268393882163
2019-12-11 01:19:11,47.7,161.7,37.0,17.8,13.7,-10.9,-3.3,39000000000.0,0.13,29045570.141557176,145427624.70186242,-3717.6504999296512,-542128.5406707329,1118862.186517016,2735.3416443972365,-29.67157749595618,5.862958311508199,-0.0007646085597257734,-0.014548671609466341,-0.003062615922538268,0.00040094359452429434,-693.78436246319,-2036.9136121794245,6031.105365110164,8.319955563589236,12.699720925292787,-9.120317760017713
2019-11-28 20:30:54,35.7,-31.7,35.0,13.0,-11.6,-2.5,-5.4,27000000000.0,0.095,59418012.52918083,135988444.08454195,-4052.4950770676255,-526770.1460547313,1121968.1739705831,2312.48979830689,-27.734527791376518,11.983994251901878,0.001043741388973954,-0.01459038022286341,-0.0028301311372708644,0.00040118709224597204,4997.302266208473,90.01767998398759,4006.788563100048,-10.692015722527817,-7.417705349894751,-2.647189073574385
2019-11-28 11:55:02,-22.1,25.7,22.5,24.7,-22.8,-5.5,7.6,25000000000.0,0.089,60275261.35293267,135614834.98428538,-4084.525695951316,-526318.5273894795,1122055.6662572331,2300.072389407554,-27.657422090110142,12.157115545890216,0.0010246300796356187,-0.014591491877041157,-0.002823286390773239,0.00040117828667022383,122.92099230009818,-6394.357333369511,163.6221571423839,4.020744476614503,24.141494874549927,-2.1914355873799396
2019-11-05 11:24:51,-10.4,-143.3,38.0,27.4,5.2,12.3,23.9,110000000000.0,0.33,108908465.36706895,101297963.45215423,-3055.7519069927735,-497225.2470045697,1127232.6876823974,1502.9873778930848,-20.62368691194394,21.84722481461214,0.00022130688081387453,-0.014663152320019756,-0.0023779596422647256,0.000400621109454945,1948.485685930597,5047.89954253529,-3446.745232917137,3.3455239438645985,-2.5931511112378587,27.166776767836275
2019-10-10 16:16:36,44.3,122.9,47.3,14.1,1.5,-12.9,-5.4,206000000000.0,0.57,142551752.51585397,44305858.76216519,-1345.7364096740478,-464482.40937735443,1131937.9083350543,610.1494809543863,-9.112889832694329,28.39241394765385,-0.0003535744606041383,-0.014705691862073232,-0.001841409438638029,0.0003999298832468826,4158.760944418514,3606.0771167836647,3294.5079661177397,-12.851351116568008,-2.2986788654091397,-4.862160736535554
2019-09-28 10:40:20,-12.5,-107.2,52.0,20.4,-10.1,11.2,13.7,23000000000.0,0.082,148961114.08072713,13550140.439793784,-1109.9761533220474,-448938.97616608016,1133749.6552958058,188.25550015671163,-2.9676683489067224,29.585802332364434,-0.0012329719698454338,-0.01470327860982674,-0.0015874544149816854,0.0003982261070496418,3185.5520365664465,4410.233421888169,-3425.7810508246525,7.668430310391416,-6.902941857395884,17.908889750368058
2019-09-14 12:39:34,-38.6,-33.5,38.0,15.9,-12.9,8.1,4.6,109000000000.0,0.33,148269343.2570779,-22024736.225383073,821.5482592232165,-431268.07307189907,1135488.1227298747,-288.90236266448846,4.082961559238207,29.30839171634512,-0.0006071702767253113,-0.014685935401074317,-0.001305752100279498,0.0003952328735384026,-4323.696751318679,773.1425877236161,-4665.67357117129,13.472388219355166,-4.74238151436848,7.041648010518379
2019-09-13 02:02:04,-18.6,126.9,27.4,13.5,5.2,-8.1,9.5,42000000000.0,0.14,147715715.330891,-25670701.054752596,878.7257439138858,-429437.6306095428,1135649.1027720522,-338.144879467787,4.7994145931374,29.188096856300742,-0.0003180042774573182,-0.014683355784779082,-0.0012771846473436715,0.00039485753612524617,-5202.819425311169,2076.29377983326,-3102.082412307741,8.100003143509673,-0.986429214770554,10.765184623088249
2019-09-12 12:49:48,54.5,9.2,42.0,18.5,-18.1,-0.4,3.7,169000000000.0,0.48,147481095.08788583,-27057002.432362653,891.519762524656,-428739.66674355674,1135709.5569124694,-356.9113526886441,5.071769881878248,29.13788308759969,-0.00022179390093110757,-0.01468233720704344,-0.001266328757150484,0.00039471103585539554,-3636.9165986520557,1326.5373481721736,5103.92128716646,17.993123154220097,3.0437419790826357,2.67561692251634
2019-09-12 02:34:58,24.9,-47.8,30.6,17.2,-11.7,11.7,4.6,59000000000.0,0.19,147290104.29291016,-28131154.16571888,898.4273922347737,-428198.0501083395,1135756.1166259714,-371.4701254450733,5.282791211018983,29.09726458517012,-0.00015371729186538564,-0.014681533799123743,-0.001257919257012138,0.0003945960543549713,5519.064629900765,-635.9829644768513,3187.3365126691756,-16.050098873704076,5.597315947833337,2.6205106844942394
2019-08-24 12:02:59,21.9,-130.4,39.8,13.4,11.1,-5.2,5.4,40000000000.0,0.13,131609224.63137126,-72704079.31149195,2304.2394187009354,-404629.6026406717,1137492.298275414,-1001.1901629122995,14.053097427806264,25.881931659793256,-0.001779999287623037,-0.014640354143760784,-0.0009080928245311788,0.0003886139336171674,5508.329917141066,3034.4297176509926,1265.9160026268692,-7.337479788984924,10.671967564453542,1.2741352668928885
