#clean data from CNOS fireballs catalog without nan values
#this data was download 2023-10-05
#addign earth and sun SSB positions, latitud and longitud float values, ecliptic and velocity positions. 

Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),earthx (km),earthy (km),earthz (km),sunx (km),suny (km),sunz (km),earthvx (km/s),earthvy (km/s),earthvz (km/s),sunvx (km/s),sunvy (km/s),sunvz (km/s),x_ecliptic (km),y_ecliptic (km),z_ecliptic (km),vx_ecliptic (km/s),vy_ecliptic (km/s),vz_ecliptic (km/s)
2015-03-11 06:18:59,8.0,119.1,35.2,19.9,5.5,-10.5,-16.0,72000000000.0,0.23,-145933423.5876895,25370723.025912553,-22175.26784924311,463674.98147665575,-71221.05262995737,-21487.376712443554,-5.58830369083665,-29.444638305274896,3.873926423623031e-05,0.006023214876046536,0.009906350113459913,-0.00015546848970266256,5882.570283751255,2549.312123486273,-148.2955951387006,-10.935257836779963,-10.599444422714374,-12.826043991831138
2015-03-04 04:30:05,-15.9,88.1,39.8,18.0,7.8,-16.0,-2.5,55000000000.0,0.18,-141423362.58190793,43131292.94435772,-22081.75747817506,459961.85076429683,-77251.21175121565,-21391.80796304756,-9.150691239250984,-28.58971630797917,5.1316975271648415e-05,0.006123909508731234,0.009821362088244894,-0.00015716869157006118,4511.512613397377,-4561.9410747304255,66.46308143509737,-17.49314578547809,2.9765832618442296,-3.9872294235581123
2015-02-26 22:06:24,68.0,-149.0,33.7,21.1,5.6,-2.3,-20.2,188000000000.0,0.53,-136669378.50810304,55942344.51874931,-22350.623443412514,457158.672559025,-81705.64507067895,-21320.018631689123,-11.734132749030657,-27.680973631849827,0.0011988454071381505,0.006196917195616204,0.009757608256041815,-0.00015836575078024336,2254.093649156212,1554.2117083450248,5777.543022594929,-1.7052269043972923,-2.830039439860162,-20.787077136021455
2015-02-17 13:19:50,-8.0,-11.2,39.0,28.8,-28.2,3.4,4.6,33000000000.0,0.11,-125376122.24224956,77498958.54815492,-23728.905966395334,452092.8291889037,-89555.37914619446,-21191.040011772024,-16.123596702812517,-25.467544778648477,0.0013161859184421388,0.006323062899412219,0.009643662221114811,-0.00016040591239113258,5790.704943102693,-2755.7883710402607,218.48661542295577,-26.87876081344,10.3618159731233,0.5644448390200743
2015-01-09 10:41:11,2.0,28.8,36.0,17.5,-10.7,-7.6,11.6,139000000000.0,0.41,-46562952.30409383,139282060.73364943,-24819.483173906443,429899.70102810574,-121323.91114885685,-20634.536625648958,-28.700954953636646,-9.609180267862522,-0.0005818797694316669,0.006792050515090745,0.009161437281340161,-0.0001680493676027915,2959.199790483078,-5130.547141311441,2461.999107760811,-7.749871230670333,14.39525719294561,6.414569000924924
2015-01-07 01:05:59,45.7,26.9,45.5,35.7,-35.4,1.8,-4.4,136000000000.0,0.4,-40573117.59240567,141149054.63415667,-24736.41412685955,428488.98944146343,-123220.3640917377,-20599.678698227053,-29.076438436960814,-8.399941875832601,-0.00019092869746837959,0.006817511884754379,0.009134286012092261,-0.00016823354211892546,-3862.4916150137724,3919.2548195974477,3292.9736935361675,17.67529635468201,-29.775200957620658,8.085186322642512
2015-01-02 13:39:19,-31.1,140.0,38.1,18.1,4.5,-14.4,-10.0,20000000000.0,0.073,-29210944.442545287,143956490.52347773,-24844.96695177356,425842.7453915509,-126743.88980150755,-20534.541174246737,-29.644494448442646,-6.109127327538989,0.0007468559258232634,0.006865322247285928,0.009084788757734283,-0.00016857064687246108,336.11843982782494,3724.5448885238316,-5206.740341372666,-8.525885852892912,-15.165291549893833,-4.3109271563395595
2014-12-13 02:53:52,86.7,-162.1,30.7,21.7,15.3,-13.3,-7.8,44000000000.0,0.15,23966995.74153988,145244004.54638472,-24779.68761818205,413515.6033658189,-142601.90866318805,-20234.94178567945,-29.878251818551885,4.669988604221637,-0.001032640327018378,0.007091848504304568,0.00886890264389071,-0.00017085618832041204,304.21454308202107,2331.1655947623885,5939.156091502089,2.116366098728488,15.371947408237455,-15.169391046089041
2014-12-12 06:48:11,33.5,144.9,26.3,12.0,11.5,-2.8,-2.2,33000000000.0,0.11,26125710.437354404,144890420.4829575,-24709.354940238696,413002.2252154824,-143243.18028012887,-20222.57715120842,-29.80233884621074,5.105242580468197,-0.0009079485142876789,0.007101439096747208,0.008860231446275716,-0.0001709874322862099,4518.028872106272,-1233.877640426833,4358.767293992711,-11.830057501228879,0.9028655314432348,-2.7705707191095783
2014-11-28 11:47:18,-45.8,-172.7,26.1,13.4,0.4,-1.4,13.3,700000000000.0,1.7,60539817.34101623,134634960.15458465,-24918.90112262959,404444.03003438096,-153716.4239761014,-20017.3235711023,-27.688724409404063,12.0239471470788,0.00016995656782808525,0.007263425448935216,0.008717258112988097,-0.00017366743850090403,1437.039099837687,2065.713040848348,-5877.23664329802,-1.1059586479780437,5.430973406211441,12.143343653596128
2014-11-26 23:16:51,-69.5,-179.7,23.3,25.3,21.3,2.2,13.4,118000000000.0,0.35,64157221.57779271,133006630.56574345,-24915.179964119503,403488.21469287825,-154861.06287496613,-19994.475422095566,-27.355949897256515,12.753903744024317,-0.00023763807197022132,0.0072817815924710065,0.00870136007065852,-0.00017402829867989013,-1296.4717062612062,-4066.373540221421,-4745.792822027026,10.379785589749396,22.535323148123403,4.818605453432931
2014-11-26 17:40:16,-68.2,-24.0,37.0,19.9,-7.0,16.1,9.4,105000000000.0,0.32,64709140.981986344,132747940.12895715,-24909.70187388448,403341.1305448674,-155036.76213153018,-19990.96034853642,-27.302983605387023,12.865317297693911,-0.0003050059275374232,0.007284611287818028,0.008698912713607494,-0.00017408500966000086,1408.5655565049124,-4125.959208607421,-4680.861245206139,1.7456880982952023,19.658949171352294,1.7195342074519502
2014-11-04 20:13:30,43.1,115.8,22.2,16.0,-7.2,-12.1,-7.7,156000000000.0,0.45,110413345.36492622,99341716.61919403,-23224.394226747296,389304.1261407431,-171268.681288537,-19655.560693043062,-20.45547902630793,21.976890744883526,0.0003293722093118819,0.007559684810150494,0.00845820442328267,-0.00018114198245013026,-1039.4830179263013,5917.027649658052,2178.4026521136234,-9.397094960982917,-12.335900988951849,-3.0295231756518897
2014-10-14 10:25:03,-2.0,119.2,27.2,16.9,15.0,-6.9,-3.5,29000000000.0,0.1,139875554.0295791,52790298.751276016,-20970.201200406023,375074.7875565776,-186668.72089537827,-19312.638282624164,-11.040814345962598,27.744857176035158,-0.0007524283562493678,0.007820879392735862,0.008191024307515305,-0.00018919224683512103,3014.5792377962816,-5271.114731006528,2038.5454571643063,-15.280118169733486,5.00966380847563,-5.962792993231894
2014-08-23 06:29:41,-61.7,132.6,22.2,16.2,-2.3,5.7,16.5,3819000000000.0,7.6,131182842.14498734,-76168738.87307549,-15861.867605759464,338454.5264074471,-222046.8142773287,-18422.787483909568,14.488199439774966,25.666044424376462,-0.0013240071016067919,0.00841971898551931,0.007487646197873202,-0.00020588144415219448,-2843.474294261324,-3242.13102903059,-4707.0170872722365,-6.202854029095553,6.695210044783792,15.090915560819036
2014-06-28 02:40:07,18.9,141.2,26.3,12.4,12.0,3.5,-10.5,245000000000.0,0.67,16601438.181936486,-151460968.4511747,-12113.105498554949,296367.45120645425,-256331.3616518127,-17389.834826922848,29.154122273779855,3.091433667435087,-0.00017130969931097533,0.008886740793932485,0.006664090805940911,-0.00021601556089094115,-746.3133793936948,6338.851553934276,-500.265172132966,11.47585305470578,-9.488839013030724,-7.348092392880826
2014-06-26 05:54:41,-71.5,93.4,28.5,11.2,7.0,2.9,8.3,61000000000.0,0.2,11896681.964467123,-151884551.16273805,-12120.732887189151,294934.50867560104,-257403.1607253845,-17355.025980237722,29.239266773144205,2.1658490264785573,0.00025675020441519775,0.008899872591842462,0.006639802061788727,-0.00021605400822589664,-225.33257240921486,-547.5853957660809,-6359.915506437109,7.014513351104634,6.272792181796474,6.316163093239269
2014-05-16 20:06:28,-39.4,-95.9,30.8,18.0,2.9,13.4,-12.5,136000000000.0,0.4,-85033045.21399827,-125202153.71811724,-12665.724195337518,263341.5843382239,-279709.8178272908,-16598.523855852,24.114074720531715,-16.90147757508877,-0.0003983035060090193,0.009209356654438243,0.006145847619140223,-0.00021800480394341238,862.042969889484,2869.6744850099167,-5655.661800197484,-3.5307232029687654,-17.095938894267967,-6.206916934058669
2014-05-16 12:42:48,-44.2,-176.2,44.0,16.5,14.4,4.6,6.5,309000000000.0,0.82,-85673802.04221667,-124750553.61876057,-12654.244184113139,263096.39582425175,-279873.37081361475,-16592.72004041779,24.02683438296825,-17.027836114316294,-0.0004634858515878041,0.009212020028961673,0.006142129621480026,-0.00021804453845344774,-1703.6515393080513,-5705.011138231943,-2379.377436102164,1.717897395738376,16.442857054343584,-0.046815828185160946
2014-05-08 19:42:37,-36.9,87.3,35.4,19.0,-2.0,-16.1,9.9,1050000000000.0,2.4,-100904337.53747554,-112387807.60915448,-12205.603712105829,256938.6644364597,-283932.76000777533,-16447.13084462521,21.644952842585003,-20.052321221262897,-0.00032991587240806085,0.009279537532433714,0.006047471951316248,-0.00021919364405881015,-1823.836611942479,-5928.306502577141,-1601.2348401391155,6.552303343306163,17.53266005172485,3.179147200825465
2014-03-29 13:45:41,-28.7,121.5,30.7,16.3,10.0,-12.7,2.2,39000000000.0,0.13,-147471511.66625386,-22620949.114227705,-14806.309385494105,224050.36610632046,-304095.9107588098,-15677.56972458408,3.9742784992035753,-29.57378935594595,0.0016702912839768628,0.009650107121021163,0.005549743946090035,-0.0002233222290342408,-5084.428525250189,1003.2465772650642,-3761.9791761266715,15.487621356711166,-3.5556378469904715,3.9160473882307296
2014-01-12 16:00:48,2.9,64.4,37.0,16.2,-5.2,-15.1,2.6,78000000000.0,0.24,-55380342.56865983,135909267.87746617,-18045.348488399217,158072.60706232386,-336617.43498746085,-14151.40568757822,-28.048595450626205,-11.355055900391434,0.0009712765533852194,0.010419432593537939,0.004265273867427096,-0.00024191161590024103,3543.8591128010085,5023.7804630999635,-1831.9316531639552,-6.853454010600625,-12.256340557728693,8.157775362070462
2014-01-08 17:05:34,-1.3,147.6,18.7,44.8,-3.4,-43.5,-10.3,31000000000.0,0.11,-45667490.66418339,139456417.4196932,-18427.073900304826,154507.4257026963,-338061.5409106354,-14068.661556387568,-28.777449875929207,-9.396459190522545,0.0011376439160900248,0.010446805459397504,0.004186780880534518,-0.00024237084614781932,-5642.441567112196,2707.8747029884635,-1322.742074398723,0.08867014889210614,-43.752766716915275,7.742525502070645
2013-12-23 08:30:57,39.5,2.0,34.3,15.1,-1.1,11.4,-9.9,147000000000.0,0.43,-3650019.614067878,146756996.12603638,-17904.881726280877,139671.18289037445,-343747.04522379185,-13724.99124981263,-30.24917800697745,-0.8646166733541772,-0.0007651611072563632,0.010544310514147967,0.003858297084334687,-0.00024386099206094968,-3702.9932477505986,-1398.736661846416,5033.923233967211,7.853398442119055,-11.118239455785618,-5.981713182684443
2013-12-08 03:10:09,32.8,-165.1,23.5,11.8,2.3,2.5,-11.3,64000000000.0,0.2,35792952.30360094,142637710.30703518,-18241.733572515266,125756.39801474154,-348619.94080505264,-13403.680104442636,-29.385134129003387,7.092467810262243,-0.00010177843584524043,0.01061114288749563,0.0035520427846425498,-0.00024464779025941966,4084.31267865391,-1857.3236199287282,4557.396083925067,-3.632729827833592,-4.316410388244899,-10.439571318328921
2013-11-21 01:50:35,44.7,35.3,59.3,12.4,-5.0,-11.0,-2.7,75000000000.0,0.23,76852659.50242855,125946341.76617417,-16632.647397331682,110079.70274319871,-353604.54100701615,-13042.739644057225,-25.920686121785945,15.361463848848766,-0.00013538204634792186,0.010662191770271319,0.0032142206056734726,-0.00024525888760613555,-2485.7980378714337,5322.719608760344,2606.6295372196364,11.060422939736196,-5.913572870829934,-0.39527983453354176
2013-10-12 16:06:45,-19.1,-25.0,22.2,12.8,-8.0,8.4,-5.5,1610000000000.0,3.5,140962017.3627255,48988846.11708437,-14289.388198026087,73719.58041981242,-363278.0345567969,-12209.6654544125,-10.332433888565811,27.999611871924916,-0.001288842461439553,0.010679415293653608,0.002496821030010444,-0.0002423998859303373,-3223.297358603287,-5525.230517964861,131.9256792155761,8.951919504666384,4.344204948711974,-7.891171110519845
2013-07-31 03:50:14,-31.8,137.1,29.1,17.8,17.7,-2.3,-0.1,69000000000.0,0.22,93347910.65629795,-120156068.41647302,-6995.97005737666,5651.866924605545,-375626.98662876233,-10678.722272142282,23.03249094469272,18.194291851999175,0.0002041524674237251,0.010788192339155414,0.0013890801636558742,-0.0002433790242557541,-4377.712854644135,1651.620624731727,-4368.622179399965,18.081652262290792,-0.08540434505253802,-0.09798246654785608
2013-07-30 02:36:58,-50.2,90.2,25.6,18.8,15.9,-8.6,5.1,390000000000.0,1.0,91242263.32017237,-121789144.62642527,-7016.419310089595,4672.239475363118,-375752.3768737291,-10656.62211249572,23.348140872518293,17.77728516271103,0.0002371881975406421,0.01079046303187485,0.0013729437132815772,-0.00024342980109780905,910.1931416050969,1724.9452162148884,-6086.296517241783,13.83570073509908,-9.030319655720332,9.453890624246753
2013-07-27 08:30:36,0.3,156.2,26.5,22.1,16.0,14.9,-3.3,120000000000.0,0.36,85590750.36838198,-125887662.08189513,-7058.592834525955,2103.574431920859,-376074.08401725016,-10598.674776065774,24.138154835800574,16.6613204268585,4.903003716718137e-05,0.010796649095815803,0.0013306838846460143,-0.0002435592811064474,-4218.774890079977,-4405.603242711198,1952.4243968973908,-9.787424583180782,17.070365640222867,-10.983598033271303
2013-04-30 08:40:38,35.5,-30.7,21.2,12.1,1.0,9.0,-8.0,5110000000000.0,10.0,-115556820.62212394,-97210894.43943197,-5969.3387503033055,-80794.79760112875,-380529.0942402354,-8719.842038221535,18.655113732729387,-22.93903182945994,-0.0002690825741369882,0.010949763390113089,-0.00023145935110386635,-0.00024869823139207704,3861.191133357451,-1753.8522860431249,4782.779784789933,2.526643411523107,4.4624707547608935,-10.657792163465604
2013-04-21 06:23:12,-28.1,-64.6,40.7,14.9,5.0,14.0,1.0,1066000000000.0,2.5,-128780052.09906922,-78104942.87967117,-5594.834930025567,-89393.70775263844,-380280.6474434267,-8525.040580923447,14.931700713473962,-25.59957811389993,0.00015113368880508845,0.010934225938579534,-0.00040019810947772543,-0.0002470281356019875,-2797.9023283442048,-5716.948310698088,-793.2338807916008,13.974909966977025,4.199636919577488,-0.7505141387400908
2013-02-15 03:20:33,54.8,61.1,23.3,18.6,12.8,-13.3,-2.4,375000000000000.0,440.0,-123268487.95013274,81350354.13618764,-9717.809575942149,-150495.74174424284,-374792.8488671646,-7173.0783045550725,-16.94459317275472,-24.9416425933312,0.0014867531491460726,0.010774712086474516,-0.0015394461959322159,-0.0002345315026171623,-868.9511972775686,-1224.6936842898535,6208.167045305787,-16.104433098103527,7.807309407717105,-5.9783252697409655
2012-11-20 20:37:31,2.5,29.6,33.3,14.3,-12.2,-5.3,5.3,25000000000.0,0.089,76415450.97089814,126000823.31443214,-9857.346022057529,-229890.89509326755,-357931.9052872813,-5473.885905110408,-25.950700454352763,15.325461466774932,-0.000607634030006214,0.010536023036687842,-0.0030324439104262965,-0.0002267193080357779,4977.672561863674,3807.0859238755525,-1354.5754004518888,-10.869662341860236,-4.8454647335677175,7.892278918485889
2012-10-19 16:26:22,-75.4,49.6,29.3,13.2,-2.3,-3.9,12.4,23000000000.0,0.082,133047625.22122243,66159483.47784225,-7268.205067082577,-258943.18906823714,-348619.1089645474,-4846.436208502533,-13.7861010126682,26.542968949082958,-0.002072207479992845,0.010352498928162736,-0.003664093237586481,-0.00022387515612854147,1311.4816885414534,-3321.324723281474,-5296.033357230755,-4.135501123832053,6.642690836365006,10.6409145693153
2012-10-09 00:54:55,51.2,-84.6,27.8,13.5,3.4,12.0,5.1,210000000000.0,0.58,143396750.655045,40750343.44792782,-5754.0563301851125,-268431.15027514816,-345153.78027077654,-4641.219161009732,-8.657937018500531,28.530499846471816,-0.000535515280440535,0.01027447739120158,-0.0038698168263024456,-0.0002222607414272177,2424.1349115359435,-973.5374423433602,5834.905984332953,-3.6096047434951903,12.883517655923528,-0.022085153039648198
2012-10-02 16:38:38,-8.1,-111.9,35.0,15.4,1.4,15.3,1.0,470000000000.0,1.2,147277236.70315212,24901088.850231912,-5665.8622724905,-274049.56635736267,-342999.13352333894,-4519.675290688727,-5.491974459134397,29.2376132280444,-8.741525225454283e-05,0.010223520110603554,-0.003991105617686384,-0.0002211704966063615,-5462.461012986124,2617.300440201091,-2105.7488697700646,15.144384360404006,-2.6552141185363434,2.2206451156333427
2012-09-18 19:34:39,1.2,-52.2,28.1,18.3,-1.9,14.1,-11.5,244000000000.0,0.67,149656344.004392,-10543902.385607187,-4034.09438402725,-286236.06396872544,-338057.0347710796,-4256.056067851027,1.541280951288842,29.61564731063859,-0.0021643814878168,0.010101278492872373,-0.004250928418724329,-0.00021849294422070592,-3264.4513731381708,-5001.059815123786,2317.866727305545,12.000871671365402,2.0116814720263383,-13.422640316970849
2012-09-10 01:03:32,-69.8,-111.7,23.8,16.9,-10.2,-5.2,12.4,23000000000.0,0.082,146807360.87175873,-32789751.28203957,-3113.850865134183,-293860.03426940506,-334774.6083993135,-4091.1411865852065,5.953812174837021,28.975258387872362,-0.00026415847030471776,0.01001750310506366,-0.004410845482749339,-0.00021671870825919353,-639.638220480868,-4330.341045575526,-4645.776189783364,-9.833315871612475,-0.6092897568203721,13.792632260211324
2012-08-27 06:57:43,-18.3,64.2,38.7,28.9,-8.0,-23.7,-14.5,68000000000.0,0.22,135808320.78926557,-66016642.59612328,-2341.436668289497,-305681.21461477625,-329386.2473070147,-3835.24678728012,12.460027593735624,26.71004418651761,-0.0019163080675729464,0.009874504784718706,-0.004656850388168972,-0.00021386935342208912,-4952.828220709705,2467.2282834946013,-3245.1839423019014,22.216605449561435,-16.410106030393553,-8.71929335357922
2012-08-26 14:55:47,11.8,117.0,36.0,12.7,5.0,-11.6,-0.7,249000000000.0,0.68,135080485.7743159,-67554059.20431672,-2227.8670033648405,-306250.91529882175,-329117.1337757095,-3822.907834487412,12.760992072723207,26.564636192305688,-0.002015216186262164,0.009867001308497358,-0.004668582411723339,-0.00021370456025686792,4517.063452327119,-3487.519934569478,2926.279385331547,-8.818944147222526,7.996910919633227,-4.218203888817514
2012-07-25 07:48:20,36.4,41.5,26.8,18.5,0.8,2.0,-18.4,133000000000.0,0.39,81538620.7269264,-128322499.73011096,749.9656316496776,-333243.579802021,-315371.0380627959,-3242.819948463168,24.616054434128486,15.945085433428854,-0.0015570860147330497,0.009479161992728443,-0.005159228423520576,-0.00020127290179903636,-1049.4912015738746,6139.711912704355,1459.3943484238835,-0.995478663185955,-5.7012148957908675,-17.58179530690588
2012-05-15 11:04:17,-61.8,-135.5,33.3,17.1,-0.8,1.1,17.0,132000000000.0,0.39,-87480232.04453623,-123935721.75632587,1322.6340280303318,-389070.34413539193,-281148.7313352208,-2078.5235349260897,23.877789595509906,-17.282755317296548,0.0006152504197700808,0.0087996519404329,-0.006016903871431755,-0.00018213415274050173,-328.29353753514664,-5009.557833736959,-3961.1571645278595,-1.515748746972562,7.097847511274872,15.453679777170047
2012-03-12 06:40:44,2.5,139.8,25.0,11.8,0.1,-11.8,0.3,99000000000.0,0.3,-147624983.5573487,20642334.48772093,-1259.8310187841414,-436513.319727924,-245435.63685305332,-1101.2946625150646,-4.670023119862722,-29.60339776783111,-0.0003466446567783457,0.008308038131840476,-0.006914802435562612,-0.00017180513243734885,4105.6813423423755,4609.582960746083,-1701.4015517439377,-11.44224074290992,-0.2933194510476924,0.46893458156494705
2012-02-04 14:42:51,32.4,0.1,34.2,12.2,-3.9,10.9,4.0,150000000000.0,0.43,-104763695.43946694,104026214.666019,-3234.9488946790807,-462215.970659554,-222541.8673554083,-569.6225820195123,-21.523893208214506,-21.18677407175636,0.0014761847174546462,0.007890799313266002,-0.007530477024219552,-0.0001616523651391824,5400.739814256452,903.0756276004697,3325.0999501058873,-2.901639993257537,11.522137118742613,-0.6319596251833066
2012-01-15 12:26:20,-64.1,109.9,26.3,12.3,-1.9,5.1,11.0,21000000000.0,0.076,-61689751.605092406,133604779.5744358,-3710.462631733778,-475677.2066664877,-209195.38898244785,-296.313858154918,-27.56906064383938,-12.500096810559203,-0.00032543887109251854,0.007611234676604951,-0.00784032153932939,-0.0001530710008922725,1772.4358519734294,-293.6949310237783,-6129.275949581081,3.583259042423013,8.144854594507596,8.453553171233931
2011-09-13 23:36:47,-19.9,-13.8,21.3,16.7,-3.7,1.8,16.2,67000000000.0,0.21,147972627.85080475,-24522302.421498496,991.5804980781204,-546535.5389831854,-117511.70728235645,1065.9612419790496,4.351558346702631,29.261901904602333,-0.0006057615764464083,0.005688025930292768,-0.009200707762684366,-0.00010772493098469537,5351.045175784527,-3388.752735064197,-896.6542535420247,-3.363426993506053,8.482005980601741,13.983806069212974
2011-05-25 05:40:02,4.1,14.0,59.0,11.6,-3.4,-10.8,2.4,2280000000000.0,4.8,-68104615.9059104,-135662703.70982945,5455.579960547323,-592729.6426446307,-23685.694698277322,1952.6566063442451,26.182940159345193,-13.40686658804686,-7.375005663387844e-05,0.0037911893735759943,-0.010175034562144959,-7.022900799965548e-05,6081.01999787279,-1713.0617429208364,1233.6722106130992,-8.847637581501521,-6.095215189908634,5.269125780675591
2011-04-06 08:30:55,71.1,-43.5,22.2,12.7,3.3,11.8,-3.5,148000000000.0,0.43,-144466271.6842542,-41357084.52987225,3458.1252163070003,-606805.0873092085,19708.77629584426,2191.742219139276,7.760696796473928,-28.76006084375017,0.0015486243152027256,0.0028977780422073636,-0.010350010643579913,-4.422611704925594e-05,307.02435328037967,511.81718442020565,6353.239512618875,9.736211726873252,5.22015429631009,-6.08961036994401
2011-03-01 10:37:54,53.5,103.9,30.6,11.9,-6.7,-1.1,-9.8,37000000000.0,0.13,-140193399.4604547,49931503.134703,1117.805002392139,-614895.9108703384,51980.381922698994,2308.6521633822445,-10.516379839264712,-28.181549358177048,-0.00014418212372273924,0.0023188780296209623,-0.010453257671983957,-3.1023027993001476e-05,1795.6804349892377,5135.6315552641945,3361.000090818391,-5.490387026534562,-0.6664982331269642,-10.385952931143432
2011-02-21 05:07:03,26.3,43.7,44.4,18.0,10.3,-14.8,0.1,39000000000.0,0.13,-131303346.65406027,69379613.54595359,1194.9721648480245,-616498.9684684946,59420.76856516176,2329.5617746797393,-14.44300549760572,-26.426955568677716,0.0005272839834910124,0.002190828344835504,-0.01047469387146834,-2.7833371105086964e-05,107.03269710092452,-4160.103651283338,4886.462084430292,-18.28204056842966,2.29455245912566,-0.8642338614469879
2010-12-25 23:24:00,38.0,158.0,26.0,18.1,18.0,-2.0,-4.0,20000000000000.0,33.0,-10657339.168474276,146901236.14064768,-1145.0246543953804,-625222.0497171244,111735.64821067572,2425.8359557662166,-30.197314112610513,-2.1435657964516657,0.0006841936553699282,0.0013291730234600875,-0.010716189911531749,-1.295769843206499e-05,-2277.431085354441,-2575.6039970195816,5393.451775437976,3.180338320855411,14.86059270678714,-10.806291578858312
2010-09-03 12:04:58,-61.0,146.7,33.3,12.3,9.8,-3.5,6.5,1750000000000.0,3.8,141832968.25505957,-49551281.53273869,2935.253002345475,-627189.3028514372,218943.581916763,2330.194984486513,9.351489889966809,28.00175927030529,0.0004577097637661632,-0.0010203238489659141,-0.010959017821593548,3.667696321559531e-05,2008.1435223999708,-4404.034639367206,-4179.626225574816,-8.575055544333715,8.07918509667389,3.5915603398201923
2010-07-06 23:54:43,-34.1,-174.5,26.0,15.7,12.1,10.0,0.2,7560000000000.0,14.0,37847447.30101296,-146880394.05749297,5043.016965257224,-619119.2815187607,273535.7088581409,2078.760233043597,28.342698029557134,7.403744710068978,0.0004234842068270386,-0.00211307800743307,-0.010623898980386685,5.9145398519745534e-05,-1717.3242640095202,3190.324210057579,-5272.574396730345,12.88644541863115,-8.497822505191378,3.8878794319597216
2010-04-16 04:38:52,1.8,-176.9,22.2,18.8,12.4,-13.2,-5.2,844000000000.0,2.0,-135585054.74469164,-65348228.74183378,3232.3143495582694,-599663.6939716168,347206.86243426544,1594.2291485271505,12.5569030604968,-26.9163693457204,0.0012590216605157844,-0.0033839801158859592,-0.010243270774977204,7.924200817294649e-05,-762.2894122994526,5907.217000461394,-2342.5932050037036,-11.905089950408035,-14.156427279929929,0.4828349911863059
2010-03-08 22:02:07,32.0,-92.9,52.0,24.5,19.1,11.0,10.7,323000000000.0,0.85,-145898276.45431143,31056029.15334794,1209.4670351841237,-587417.3389529678,380845.7511143318,1312.3767966945272,-6.6523775983971065,-29.26937273725976,-0.00020465092671529114,-0.004041541087144656,-0.010086350847834068,9.326737046245699e-05,3934.0296152284764,4820.603080075571,1598.4755352563348,-21.170257487772083,8.62979895244916,7.943731782669916
2010-02-28 22:24:50,48.7,21.0,37.0,15.1,-11.7,2.7,-9.1,153000000000.0,0.44,-139926224.08367062,50880269.224691056,851.6825718771374,-584579.6882760242,387787.3087931419,1246.6485919820775,-10.633368992336292,-28.116824050111184,0.0015060912480993735,-0.004185273956917211,-0.010038029622510656,9.729220303913049e-05,-3859.678720319515,3514.5154939672566,3708.219598231258,6.418663081175882,-12.742742673092495,-4.400722809955121
2010-01-15 19:17:54,-8.3,27.0,25.0,14.0,-9.1,6.0,8.8,492000000000.0,1.2,-63684857.38161692,133367142.08861321,-2082.7494555010253,-567152.5769416201,425446.9780864881,836.214774222614,-27.40958136577926,-12.904317773162544,-0.0005837688345473407,-0.004942001144583662,-0.009699686379284447,0.00011671685484642716,2018.59141463217,5144.439537906659,-3233.3463742461117,-10.25375790304808,1.4585995497799993,8.969998523761625
2009-11-21 20:53:00,-22.0,29.2,38.0,32.1,3.0,-17.0,27.0,10000000000000.0,18.0,74353210.03005017,127857288.29881819,-2906.610666534489,-541633.2515202863,470342.5027241207,243.55497736975244,-26.179605153508106,14.972217915466372,-0.001187542467957518,-0.005793618276331587,-0.009200367393944853,0.00013256136826720325,4332.9720130977375,2789.49658539393,-3817.413687129614,7.358999867045865,-4.014835249213407,31.16129553415726
2009-10-08 02:57:00,-4.2,120.6,19.1,19.2,14.0,-16.0,-6.0,20000000000000.0,33.0,143975008.18410847,38776371.343377374,-1900.089631973749,-518048.1055283122,505122.32437118894,-280.5879746824256,-8.106620134627454,28.670044853881464,0.00019834876427024696,-0.006405165560210104,-0.008807146090436018,0.00013716333599656059,-6378.293801120953,-340.4316625311635,-353.0654275262364,20.767427311126372,2.1297682655875647,-7.484495774888856
2009-09-04 02:23:18,42.5,110.0,28.3,24.0,19.2,-11.6,-8.5,965000000000.0,2.3,142629321.51075622,-47163566.874346286,-317.90962582998947,-498455.76220647275,530605.183944062,-691.8799933762833,8.922038573026434,28.130466242363585,-0.0013642648514399513,-0.006933200236960809,-0.008516450282575564,0.00014396086211977352,-2972.0141819694945,5087.520920108051,2490.440927530146,22.188730141948316,-7.5238858653232015,-6.025237107810658
2009-08-23 21:17:19,-67.7,18.3,34.0,12.2,-6.9,5.3,8.5,280000000000.0,0.75,131461263.5857343,-73402643.84418763,817.5496034942529,-491651.98451375106,538801.6876977814,-832.8609785609142,14.068657273375448,25.879581637576543,-0.0001489496099988974,-0.007113472709179768,-0.008403848614651524,0.00014712748783916112,1554.3635579722848,-4072.9406780635645,-4677.228444247177,2.2828741709166023,10.946089381557636,4.516456190937
2009-06-27 13:08:05,-26.6,-12.6,26.1,15.2,-11.6,1.6,9.7,32000000000.0,0.11,15144980.498571036,-150699156.9709856,1938.4777720106952,-454138.2864883062,578763.1480247994,-1603.2870824067709,29.14435429425925,2.948016862657249,0.0009508426544822702,-0.008026004323254496,-0.00769065984344942,0.00016423318103802096,-999.202016647696,4043.8117487439613,-4858.898858082558,3.4030735814071065,-6.4652539289742155,13.372016124442027
